RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
1506,15761053,Lock,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,1,2,SILVER,239
1507,15702095,Clarke,747,France,Male,27,10,0,2,0,0,13007.89,0,0,2,PLATINUM,970
1508,15764253,Ramsey,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0,0,3,PLATINUM,903
1509,15700801,Eipper,576,France,Male,36,6,0,2,1,1,48314,0,0,2,PLATINUM,847
1510,15730590,Ko,528,France,Male,37,6,103772.45,1,1,0,197111.99,0,0,3,DIAMOND,391
1511,15643916,Munro,535,France,Male,33,2,133040.32,1,1,1,110299.78,0,0,4,DIAMOND,322
1512,15720636,McGregor,575,Spain,Female,37,0,0,2,0,0,30114.32,0,0,2,GOLD,930
1513,15795429,Henderson,656,France,Male,39,10,0,2,1,1,98894.64,0,0,1,SILVER,259
1514,15609254,Fernandez,440,France,Male,42,2,0,2,1,0,49826.68,0,0,4,PLATINUM,260
1515,15625141,Porter,539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0,0,3,DIAMOND,750
1516,15810898,Pan,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0,0,5,PLATINUM,681
1517,15775797,Esposito,646,France,Female,37,7,96558.66,1,0,0,163427.18,0,0,3,PLATINUM,493
1518,15795246,Kaeppel,744,France,Male,54,6,93806.31,2,0,1,140068.77,0,0,2,PLATINUM,306
1519,15795275,Lamb,710,Spain,Female,36,8,0,2,0,0,83206.19,0,0,3,SILVER,636
1520,15571869,Lei,544,France,Female,64,3,124043.8,1,1,1,111402.97,1,1,1,DIAMOND,642
1521,15694143,Conti,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1,1,4,SILVER,949
1522,15748231,Hargreaves,507,Spain,Female,29,6,0,2,0,1,94780.9,0,0,2,DIAMOND,284
1523,15632185,Yermolayev,787,France,Female,35,1,106266.8,1,1,1,16607.15,0,0,5,DIAMOND,511
1524,15806249,Kerr,598,Spain,Male,41,8,0,2,1,1,161954.43,0,0,3,PLATINUM,779
1525,15743293,Waters,796,France,Male,51,6,0,2,0,1,194733.28,0,0,1,PLATINUM,804
1526,15598157,Onyeorulu,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0,0,3,SILVER,970
1527,15700946,Kolesnikova,711,France,Male,34,8,0,2,0,0,48260.19,0,0,4,PLATINUM,766
1528,15722692,Kazakova,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,0,2,SILVER,393
1529,15696506,MacDonald,415,France,Male,32,5,145807.59,1,1,1,3064.65,0,0,2,PLATINUM,833
1530,15728823,Sharwood,578,Spain,Male,23,8,0,2,1,0,112124.98,0,0,3,DIAMOND,240
1531,15808851,Bufkin,611,France,Female,26,2,107508.93,2,1,1,120801.65,0,0,4,DIAMOND,720
1532,15675231,Nwankwo,600,France,Female,28,6,0,2,0,1,52193.23,0,0,3,GOLD,910
1533,15732299,Boniwell,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0,0,3,DIAMOND,883
1534,15706269,Willis,850,France,Female,37,3,212778.2,1,0,1,69372.88,0,0,2,SILVER,661
1535,15590078,Burns,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1,1,4,GOLD,273
1536,15776985,Kung,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0,0,2,GOLD,915
1537,15756743,Howells,838,France,Female,34,8,0,2,1,0,27472.07,0,0,2,DIAMOND,257
1538,15782364,Bevan,821,France,Female,28,8,0,1,1,1,36754.13,0,0,5,GOLD,845
1539,15604093,Neitenstein,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0,0,1,PLATINUM,933
1540,15749328,Johnson,558,France,Male,38,8,113000.92,1,1,1,152872.39,0,0,2,GOLD,784
1541,15656322,Sandover,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0,0,2,GOLD,284
1542,15685564,Nnamutaezinwa,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0,0,3,GOLD,705
1543,15785831,Sinclair,530,France,Female,33,4,129307.32,1,1,1,172930.28,0,0,5,PLATINUM,741
1544,15796218,Wei,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0,0,3,SILVER,836
1545,15716218,Higgins,520,Spain,Male,43,7,0,2,1,1,36202.74,0,0,1,PLATINUM,357
1546,15572735,Chang,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0,0,5,GOLD,807
1547,15633840,Henderson,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0,0,3,SILVER,340
1548,15608760,Cox,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0,0,1,PLATINUM,875
1549,15627848,Tsui,668,Spain,Male,25,8,0,2,1,1,135112.09,0,0,2,SILVER,765
1550,15792029,Lee,652,France,Male,48,4,59486.31,1,1,0,163944.18,1,1,5,SILVER,751
1551,15617331,Sergeyeva,639,Spain,Female,54,2,0,2,1,1,53843.71,0,0,2,DIAMOND,522
1552,15651740,Napolitani,730,Spain,Female,52,7,0,2,0,1,122398.84,0,0,5,SILVER,800
1553,15636407,Beatham,780,France,Male,34,1,0,1,1,1,64804.04,0,0,1,PLATINUM,885
1554,15607526,Lu,592,France,Female,38,8,119278.01,2,0,1,19370.73,0,0,3,GOLD,619
1555,15632576,Yashina,628,France,Male,34,4,158741.43,2,1,1,126192.54,0,0,3,PLATINUM,983
1556,15581505,Bales,658,France,Female,40,7,140596.95,1,0,1,135459.02,1,1,2,DIAMOND,411
1557,15612207,Hill,850,Spain,Female,29,10,0,2,1,1,94815.04,0,0,1,GOLD,251
1558,15707242,Ibeamaka,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1,1,1,SILVER,362
1559,15721937,Romilly,571,France,Female,35,1,104783.81,2,0,1,178512.52,0,0,2,GOLD,350
1560,15773852,Hayes,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0,0,5,GOLD,969
1561,15719778,Chiu,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0,0,4,SILVER,987
1562,15650538,Sun,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0,0,4,PLATINUM,959
1563,15797475,Brennan,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,1,4,DIAMOND,991
1564,15780359,Storey,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0,0,4,DIAMOND,601
1565,15737104,Lawson,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,0,4,GOLD,628
1566,15789936,T'ao,581,France,Male,38,1,0,2,1,0,46176.22,0,0,2,PLATINUM,950
1567,15709523,Yao,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0,0,2,SILVER,512
1568,15593425,Bracewell,713,France,Male,53,6,115029.4,1,0,0,191521.32,1,1,2,PLATINUM,338
1569,15776725,Kerr,676,France,Male,40,8,114005.78,1,1,1,67998.45,0,0,3,PLATINUM,324
1570,15604706,Blake,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1,1,2,DIAMOND,658
1571,15790958,Sanders,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1,1,1,PLATINUM,845
1572,15747534,Torkelson,594,France,Male,23,5,156267.59,1,1,0,160968.44,0,0,2,GOLD,871
1573,15574237,Hsueh,716,France,Female,44,3,109528.28,1,1,0,27341.63,1,1,1,DIAMOND,771
1574,15690332,Wang,668,France,Female,35,6,102482.76,1,1,1,53994.64,0,0,3,SILVER,421
1575,15661290,Hightower,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0,0,3,DIAMOND,297
1576,15651883,Genovesi,545,France,Male,23,2,0,2,1,0,189613.12,0,0,5,SILVER,322
1577,15808905,Levan,613,France,Female,40,9,95624.36,2,1,1,60706.33,0,0,5,SILVER,573
1578,15715532,Lai,687,Spain,Female,21,8,0,2,1,1,154767.34,0,0,5,PLATINUM,449
1579,15786078,Loginov,715,France,Male,28,7,160376.61,1,0,0,196853.11,0,0,5,DIAMOND,987
1580,15652401,Lafleur,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0,0,5,GOLD,615
1581,15673074,Obidimkpa,721,France,Female,35,6,118273.83,1,0,1,3086.89,0,0,3,GOLD,804
1582,15598744,Ch'ang,445,Germany,Female,34,7,131082.17,2,1,1,70618,0,0,4,PLATINUM,802
1583,15785975,Mason,690,France,Male,38,1,94456,2,0,1,55034.02,0,0,3,GOLD,240
1584,15613180,Miranda,709,France,Female,43,8,0,2,0,0,168035.62,1,1,4,GOLD,863
1585,15584229,Simon,671,Spain,Female,42,3,0,2,1,1,128449.33,0,0,2,DIAMOND,931
1586,15773804,Golubeva,538,France,Male,33,6,93791.38,1,1,1,199249.29,0,0,5,PLATINUM,718
1587,15699515,Manfrin,735,France,Female,33,4,0,2,1,0,149474.69,0,0,2,DIAMOND,999
1588,15705313,Stange,592,France,Female,37,7,0,2,1,1,126726.33,0,0,5,SILVER,241
1589,15693817,Ferrari,747,France,Male,61,7,155973.13,1,0,1,147554.26,0,0,5,GOLD,527
1590,15673790,Taylor,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,0,4,GOLD,844
1591,15674868,Wei,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0,0,4,DIAMOND,271
1592,15692110,Ch'eng,621,France,Male,39,6,0,2,1,1,58883.91,0,0,1,SILVER,502
1593,15645904,Parsons,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0,0,3,DIAMOND,700
1594,15581332,Pan,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0,0,1,GOLD,710
1595,15808544,Cameron,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0,0,3,DIAMOND,536
1596,15734948,Igwebuike,677,France,Male,38,4,0,2,1,0,187800.63,0,0,4,GOLD,664
1597,15654531,Tuan,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0,0,1,GOLD,883
1598,15637774,Fraser,771,France,Male,32,5,62321.62,1,1,1,40920.59,0,0,5,DIAMOND,626
1599,15677141,Turnbull,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1,1,2,DIAMOND,587
1600,15739578,Chiazagomekpere,670,France,Female,42,1,115961.58,2,0,1,29483.87,0,0,4,DIAMOND,795
1601,15697360,Yudina,517,France,Male,28,2,115062.61,1,1,0,179056.23,0,0,2,GOLD,910
1602,15655213,Udinese,834,France,Female,49,8,160602.25,2,1,0,129273.94,0,0,2,GOLD,771
1603,15580872,Chinweike,571,France,Female,42,4,108825.34,3,1,0,55558.51,1,1,1,DIAMOND,866
1604,15683213,Bergamaschi,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0,0,5,PLATINUM,859
1605,15801188,Milliner,718,France,Female,31,1,152663.77,1,0,1,17128.64,0,0,4,GOLD,818
1606,15645029,Knowles,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0,0,4,SILVER,379
1607,15633181,Swinton,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0,0,1,DIAMOND,719
1608,15598259,Gregory,711,France,Male,64,4,0,2,1,1,3185.67,0,0,1,GOLD,949
1609,15576000,Chibueze,574,France,Female,39,2,122524.61,2,1,0,88463.63,0,0,1,SILVER,686
1610,15766047,Sukhorukova,619,France,Female,35,8,132292.63,1,1,0,65682.93,0,0,1,DIAMOND,508
1611,15596339,French,588,France,Female,24,0,0,2,1,1,140586.08,0,0,3,PLATINUM,715
1612,15715199,Estrada,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1,1,5,PLATINUM,511
1613,15615938,Fleming,665,France,Male,52,3,0,1,1,0,116137.01,1,1,1,GOLD,307
1614,15679991,Kennedy,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0,0,5,PLATINUM,429
1615,15626135,Combes,641,France,Male,77,9,0,3,1,1,81514.06,0,0,4,PLATINUM,846
1616,15792934,Carruthers,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0,0,2,SILVER,220
1617,15744046,Andrejew,594,France,Female,49,4,0,2,1,1,23631.55,0,0,3,PLATINUM,801
1618,15700826,Ko,557,Spain,Female,40,4,0,2,0,1,105433.53,0,0,2,SILVER,281
1619,15756301,Daniels,697,France,Male,27,8,141223.68,2,1,0,90591.15,0,0,1,PLATINUM,900
1620,15586517,Toscano,656,France,Male,18,10,151762.74,1,0,1,127014.32,0,0,2,GOLD,778
1621,15751297,Wilson,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0,0,4,PLATINUM,957
1622,15710365,Thomson,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1,1,4,GOLD,731
1623,15679307,Kazantseva,697,France,Female,25,4,165686.11,2,1,0,15467.98,0,0,5,DIAMOND,694
1624,15610753,Cremonesi,589,France,Male,38,2,0,1,1,0,79915.28,0,0,2,SILVER,985
1625,15811036,Ferri,525,Spain,Female,25,10,0,2,1,0,69361.95,0,0,5,GOLD,428
1626,15610912,Ferri,680,France,Male,44,3,0,2,1,0,86935.08,0,0,5,SILVER,254
1627,15619932,Lombardi,617,France,Female,28,0,0,2,1,1,7597.83,1,1,3,SILVER,922
1628,15746199,Eluemuno,680,France,Male,32,5,92961.61,1,1,0,116957.6,0,0,1,GOLD,618
1629,15584967,Chiganu,662,Spain,Female,30,9,0,2,0,1,157884.83,0,0,5,SILVER,479
1630,15734365,Hsueh,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1,1,3,SILVER,610
1631,15726960,O'Brien,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1,1,2,SILVER,288
1632,15665177,Booth,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1,1,3,SILVER,643
1633,15779915,O'Loghlin,617,France,Male,30,3,132005.77,1,1,0,142940.39,0,0,5,GOLD,285
1634,15729110,Lavrov,562,France,Male,35,7,0,1,0,0,48869.67,0,0,3,GOLD,863
1635,15575399,Somadina,705,Spain,Female,23,5,0,2,1,1,73131.73,0,0,4,SILVER,308
1636,15678374,Colombo,516,France,Female,33,7,127305.5,1,1,1,120037.36,0,0,4,GOLD,924
1637,15792679,Troupe,573,France,Female,37,6,0,2,1,0,193995.37,0,0,4,PLATINUM,326
1638,15668767,Kenenna,538,Spain,Female,31,0,0,2,0,0,179453.66,0,0,5,SILVER,798
1639,15761886,Franklin,699,France,Male,39,9,0,1,1,0,80963.92,0,0,2,DIAMOND,966
1640,15583076,Deleon,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0,0,2,GOLD,391
1641,15815615,Kung,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0,0,3,SILVER,948
1642,15591942,Zito,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0,0,2,GOLD,345
1643,15724924,Giordano,626,Spain,Male,62,3,0,1,1,1,65010.74,0,0,1,PLATINUM,930
1644,15762123,Davide,631,France,Female,34,4,124379.14,1,1,0,106892.91,0,0,1,SILVER,461
1645,15567893,Lei,663,France,Female,37,7,0,1,1,1,185210.63,0,0,5,PLATINUM,885
1646,15648989,Moss,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0,0,1,SILVER,908
1647,15662021,Lucciano,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1,1,4,DIAMOND,988
1648,15691627,Tai,703,France,Female,45,7,0,2,1,1,68831.72,0,0,1,PLATINUM,662
1649,15731751,Osinachi,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0,0,3,GOLD,981
1650,15635277,Coates,731,Spain,Male,41,4,0,2,1,0,22299.27,0,0,1,GOLD,968
1651,15655252,Larionova,625,France,Male,34,6,0,2,0,0,197283.2,0,0,5,PLATINUM,503
1652,15803941,Seleznev,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1,1,5,DIAMOND,760
1653,15714380,Butcher,616,France,Male,59,5,153861.1,1,1,1,17699.48,0,0,4,SILVER,681
1654,15666559,Gould,500,France,Male,56,1,100374.58,1,1,0,118490.8,1,1,4,DIAMOND,950
1655,15799998,Cunningham,446,France,Male,32,8,0,2,0,0,133292.94,0,0,2,SILVER,444
1656,15703763,Sanderson,669,France,Female,47,9,61196.54,1,1,0,58170.24,0,0,5,SILVER,269
1657,15795640,Mai,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0,0,2,SILVER,258
1658,15780056,Reid,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1,1,1,PLATINUM,329
1659,15777873,Downer,748,France,Male,44,2,92911.52,1,0,1,85495.24,0,0,5,PLATINUM,805
1660,15584749,Humphries,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0,0,5,DIAMOND,307
1661,15765258,Bochsa,655,France,Female,37,7,111852.84,2,1,0,10511.13,0,0,3,SILVER,313
1662,15623346,Czajkowski,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0,0,1,PLATINUM,615
1663,15614054,Pankhurst,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0,0,2,DIAMOND,227
1664,15766185,She,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1,1,2,SILVER,266
1665,15667632,Birdseye,773,France,Male,52,4,0,1,0,1,144113.42,0,0,4,SILVER,748
1666,15599024,Hope,749,France,Male,42,1,129776.72,2,0,1,143538.51,0,0,5,DIAMOND,942
1667,15798709,Gill,611,France,Female,46,5,0,1,1,0,77677.14,1,1,4,PLATINUM,749
1668,15741921,Moon,606,Spain,Female,46,8,0,2,1,1,183717.94,0,0,2,DIAMOND,939
1669,15793671,Watt,554,France,Male,24,10,0,1,0,0,92180.62,0,0,5,SILVER,398
1670,15797900,Chinomso,567,France,Female,37,7,0,2,1,1,28690.9,0,0,4,PLATINUM,601
1671,15667932,Bellucci,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1,1,4,SILVER,327
1672,15795933,Barese,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0,0,2,DIAMOND,866
1673,15660403,Fleming,513,France,Female,37,6,0,2,1,0,110142.34,0,0,1,SILVER,743
1674,15736299,Bell,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0,0,1,PLATINUM,343
1675,15759034,Li Fonti,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1,1,1,DIAMOND,269
1676,15724663,Christmas,784,Spain,Male,33,10,0,2,1,0,162022.47,0,0,3,PLATINUM,562
1677,15594556,Chuter,812,Spain,Female,44,8,0,3,1,0,66926.83,1,1,2,PLATINUM,812
1678,15737169,Johnson,784,Spain,Female,40,8,0,2,1,0,108891.3,0,0,2,PLATINUM,672
1679,15632472,Scott,570,France,Female,18,4,82767.42,1,1,0,71811.9,0,0,5,SILVER,507
1680,15722813,Byrne,712,France,Female,42,1,87842.98,1,0,0,92223.59,0,0,4,PLATINUM,927
1681,15588450,Chukwudi,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0,0,4,GOLD,344
1682,15736717,Ma,681,Spain,Female,32,3,0,2,1,1,59679.9,0,0,1,SILVER,526
1683,15680683,Simmons,620,France,Male,41,0,97925.11,1,1,0,85000.32,0,0,3,GOLD,836
1684,15710316,Fang,711,France,Male,52,5,0,1,1,1,159808.95,0,0,2,SILVER,258
1685,15746333,Blake,613,France,Female,24,7,140453.91,1,1,0,129001.3,0,0,2,DIAMOND,245
1686,15606861,Tien,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1,1,4,DIAMOND,637
1687,15641285,Yusupova,682,Spain,Male,36,5,0,2,1,1,147758.51,0,0,5,GOLD,628
1688,15662908,Davidson,850,Spain,Male,37,4,137204.77,1,1,1,28865.59,0,0,5,DIAMOND,687
1689,15814267,Zhdanova,601,France,Female,41,1,0,2,0,1,160607.06,0,0,4,SILVER,856
1690,15614923,Nielson,595,Spain,Male,35,8,0,1,1,0,100015.79,1,1,1,SILVER,645
1691,15579223,Niu,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0,0,4,PLATINUM,432
1692,15651389,Kay,591,Spain,Male,31,8,0,1,1,1,141677.33,0,0,1,GOLD,997
1693,15677087,Green,602,France,Male,23,7,113758.48,2,0,0,84077.6,0,0,4,DIAMOND,719
1694,15665784,She,554,Spain,Female,34,8,0,1,0,1,106981.03,0,0,4,DIAMOND,539
1695,15576706,Ajuluchukwu,541,France,Male,37,9,118636.92,1,1,1,73551.44,0,0,2,GOLD,771
1696,15615473,Sabbatini,506,France,Male,34,7,0,2,0,0,115842.1,0,0,1,DIAMOND,929
1697,15587299,Board,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0,0,4,DIAMOND,474
1698,15655389,Leckie,683,France,Male,30,8,110829.52,2,0,0,24938.84,0,0,2,PLATINUM,698
1699,15784491,Ho,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0,0,4,PLATINUM,633
1700,15809999,Gordon,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0,0,3,SILVER,896
1701,15681115,Iroawuchi,608,France,Female,30,8,0,2,1,0,128875.86,0,0,2,GOLD,657
1702,15629390,Liao,792,France,Male,50,9,0,4,1,1,194700.81,1,1,4,DIAMOND,369
1703,15792668,Hamilton,686,Spain,Male,22,5,0,2,1,0,158974.45,0,0,2,SILVER,968
1704,15583863,Chimaobim,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0,0,5,GOLD,226
1705,15681878,Fan,654,France,Female,29,4,96974.97,1,0,1,141404.07,0,0,2,DIAMOND,342
1706,15782875,Cayley,452,France,Male,35,4,148172.44,1,1,1,4175.68,0,0,3,GOLD,939
1707,15732235,Kuykendall,719,Spain,Male,38,0,0,1,1,0,126876.47,0,0,1,SILVER,954
1708,15735909,McDonald,707,France,Female,40,5,0,2,1,0,41052.82,0,0,2,DIAMOND,763
1709,15653448,Duncan,699,France,Female,49,2,0,1,0,0,105760.01,0,0,4,PLATINUM,370
1710,15587647,Browne,850,Spain,Male,30,2,0,2,0,1,27937.12,0,0,1,PLATINUM,663
1711,15701037,Barton,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0,0,3,GOLD,738
1712,15727499,Boyle,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0,0,4,DIAMOND,749
1713,15724838,Moretti,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0,0,4,GOLD,583
1714,15666711,Ukaegbulam,634,France,Male,44,9,149961.11,1,1,0,57121.51,0,0,2,GOLD,673
1715,15588933,Nwankwo,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0,0,4,PLATINUM,856
1716,15763111,Niu,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0,0,4,GOLD,376
1717,15805676,Hsu,809,Spain,Male,33,9,0,1,1,1,124045.65,0,0,5,GOLD,452
1718,15586674,Shaw,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1,1,4,DIAMOND,845
1719,15744553,Ho,648,Spain,Male,32,8,0,1,1,0,133653.38,0,0,4,SILVER,687
1720,15776629,Christie,760,Spain,Female,57,1,0,2,1,1,25101.17,0,0,2,PLATINUM,687
1721,15647207,Onwuemelie,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0,0,3,SILVER,709
1722,15715638,Ch'ang,585,France,Female,39,7,0,2,1,0,2401.26,0,0,5,PLATINUM,601
1723,15750602,Clendinnen,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0,0,3,SILVER,376
1724,15766810,Onyemauchechi,630,France,Male,42,6,0,2,1,0,162697.93,0,0,1,GOLD,986
1725,15756625,Crawford,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0,0,1,DIAMOND,662
1726,15639552,Mellor,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0,0,3,GOLD,396
1727,15633213,Rizzo,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0,0,4,DIAMOND,962
1728,15610416,Christie,676,Spain,Female,36,4,0,2,1,1,3173.31,0,0,2,PLATINUM,539
1729,15715208,Watkins,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0,0,1,DIAMOND,793
1730,15619608,Ojiofor,637,France,Male,33,0,132255.99,2,0,1,74588.41,0,0,1,GOLD,284
1731,15628697,Tung,850,France,Male,20,7,0,2,1,0,31288.77,0,0,1,DIAMOND,396
1732,15643826,McKay,601,Spain,Female,44,4,0,2,1,0,58561.31,0,0,1,GOLD,281
1733,15718588,Meng,735,France,Male,49,5,121973.28,1,1,0,148804.36,0,0,1,DIAMOND,916
1734,15709741,Hussain,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0,0,5,PLATINUM,238
1735,15723318,Mactier,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0,0,2,DIAMOND,412
1736,15717328,Hsueh,642,France,Male,30,8,117494.27,1,0,0,61977.82,0,0,4,DIAMOND,486
1737,15771299,Nnachetam,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0,0,1,DIAMOND,503
1738,15706223,Barnes,769,Spain,Male,39,9,0,1,1,1,47722.79,0,0,3,PLATINUM,851
1739,15612358,Christie,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0,0,2,SILVER,606
1740,15769191,Lipton,715,France,Male,23,7,139224.92,2,1,0,65057.71,0,0,1,DIAMOND,385
1741,15618816,Yu,695,France,Female,42,7,121453.63,1,0,0,46374.64,0,0,2,GOLD,564
1742,15730810,Storey,747,France,Female,25,4,0,2,0,1,42039.67,0,0,1,GOLD,914
1743,15783463,Read,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1,1,5,SILVER,668
1744,15616213,Levy,476,France,Male,40,6,0,1,1,1,22735.45,0,0,4,PLATINUM,507
1745,15611287,Chiu,850,France,Female,39,7,79259.99,1,0,1,186910.74,0,0,1,DIAMOND,976
1746,15786454,Moore,529,France,Male,30,2,116295.29,1,1,0,75285.47,0,0,4,PLATINUM,997
1747,15768682,Amies,584,Spain,Female,59,1,0,1,0,1,130260.11,1,1,1,PLATINUM,462
1748,15766172,Tsao,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0,0,5,GOLD,248
1749,15637646,Rowley,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1,1,4,GOLD,385
1750,15653404,Aliyev,552,France,Male,42,9,133701.07,2,1,0,101069.71,1,1,4,SILVER,523
1751,15690546,Riley,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0,0,2,SILVER,976
1752,15735636,Toscano,541,France,Male,29,7,127504.57,1,0,0,86173.92,0,0,4,DIAMOND,647
1753,15605424,Oluchukwu,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0,0,2,SILVER,428
1754,15568449,Fu,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0,0,4,SILVER,586
1755,15688085,Warner,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0,0,1,GOLD,352
1756,15683483,Fleming,533,Spain,Female,52,7,0,1,0,1,194113.99,1,1,5,DIAMOND,590
1757,15659567,Ch'iu,618,France,Male,37,2,168178.21,2,0,1,101273.23,0,0,1,SILVER,576
1758,15766667,Langler,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1,1,1,SILVER,732
1759,15624975,Angelo,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0,0,1,SILVER,515
1760,15660878,T'ien,584,France,Male,35,9,0,2,1,0,192381.21,0,0,3,GOLD,490
1761,15586557,Milani,521,France,Male,38,5,110641.18,1,0,1,136507.69,1,1,4,SILVER,815
1762,15746183,Pye,662,France,Female,36,4,166909.2,2,1,0,138871.12,1,1,5,GOLD,970
1763,15631457,Asher,758,France,Female,34,1,154139.45,1,1,1,60728.89,0,0,1,PLATINUM,533
1764,15754053,Chung,717,France,Male,38,7,97459.06,1,0,0,189175.71,0,0,2,PLATINUM,676
1765,15645839,Yudin,611,France,Male,40,1,0,2,1,1,102547.56,0,0,2,SILVER,991
1766,15689955,Arcuri,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0,0,5,DIAMOND,306
